imu_1,imu_2,imu_3,imu_4,imu_5,imu_6,imu_7,imu_8,imu_9,imu_10,imu_11,flex_start,flex_end,flex_x_interpolated
571394,-4.137,3.012,-4.676,-0.768,-0.889,-1.792,-25.05,104.85,-40.65,26.8,2699,2.175,814.330762385049
571448,-0.63,9.728,-4.02,-1.261,-0.757,-2.023,-25.05,104.85,-40.65,26.8,2737,2.206,813.9068525660041
571502,-6.788,3.309,-2.181,-0.6,-0.467,-1.668,-2.1,109.35,-32.4,26.8,2794,2.252,813.4829427469593
571556,-3.737,7.664,-2.741,-0.461,-0.439,-1.358,-2.1,109.35,-32.4,27.0,2849,2.296,813.0590329279145
571610,-6.316,6.158,-2.713,-0.485,-0.467,-1.516,-2.1,109.35,-32.4,26.9,3066,2.471,812.6351231088697
571664,-7.58,3.488,-0.8,-0.379,0.006,-1.179,-2.1,109.35,-32.4,27.0,3243,2.613,812.211213289825
571718,-11.538,2.808,-0.869,-0.196,0.007,-0.219,26.55,106.5,-23.55,27.0,3299,2.659,811.7873034707801
571772,-10.846,1.223,-0.005,0.48,0.137,1.022,26.55,106.5,-23.55,26.7,3076,2.479,811.3633936517354
571826,-6.869,4.245,-1.712,1.553,0.393,1.18,26.55,106.5,-23.55,26.4,2457,1.98,810.9394838326906
571880,-6.235,3.321,-2.112,0.364,0.909,2.624,10.35,107.85,-30.6,26.8,1591,1.282,810.5155740136457
571934,-1.018,9.155,-4.085,0.806,1.074,1.97,10.35,107.85,-30.6,26.8,967,0.779,810.091664194601
571988,-2.313,5.492,-6.45,1.043,0.31,0.872,-10.5,106.5,-37.8,26.8,175,0.141,809.6677543755562
572042,-2.799,7.7,-5.001,-0.737,1.489,3.604,-10.5,106.5,-37.8,27.0,139,0.112,809.2438445565114
572096,4.322,12.661,-7.195,1.748,0.324,-0.004,-32.7,101.25,-39.45,27.0,132,0.106,808.8199347374666
572150,-4.147,1.006,-4.142,0.042,0.249,2.036,-32.7,101.25,-39.45,26.8,127,0.102,808.3960249184217
572204,4.542,15.117,-5.375,1.025,0.812,0.591,-51.3,92.4,-35.1,26.8,150,0.121,807.972115099377
572258,-0.943,-0.057,-5.291,1.111,-0.231,1.282,-51.3,92.4,-35.1,26.5,138,0.111,807.5482052803322
572312,4.774,12.933,-6.0,-1.2,1.907,2.661,-51.3,92.4,-35.1,26.8,1489,1.2,807.1242954612874
572366,-1.109,0.115,-5.782,1.843,-0.349,0.031,-51.3,92.4,-35.1,26.8,885,0.713,806.7003856422426
572420,5.071,12.51,-5.578,-2.152,2.01,3.78,-72.45,60.45,-18.0,26.8,226,0.182,806.2764758231979
572474,5.756,5.337,-6.333,2.061,0.124,-0.097,-72.9,50.25,-9.75,26.8,128,0.103,805.852566004153
572528,5.131,5.997,-6.879,-0.581,1.268,1.896,-72.9,50.25,-9.75,26.8,128,0.103,805.4286561851083
572582,7.195,4.843,-5.466,0.648,0.491,0.638,-75.9,40.95,-3.6,26.7,183,0.147,805.0047463660635
572636,7.25,4.987,-5.993,0.166,0.714,1.301,-75.9,40.95,-3.6,27.0,147,0.118,804.5808365470186
572690,6.414,3.594,-4.872,0.214,0.707,1.204,-79.05,34.95,1.95,26.9,160,0.129,804.1569267279739
572744,9.213,5.547,-5.511,-0.194,0.704,0.827,-79.05,34.95,1.95,26.8,146,0.118,803.733016908929
572798,6.934,3.266,-4.525,0.496,0.338,0.698,-79.35,26.25,7.2,26.8,186,0.15,803.3091070898843
572852,7.896,3.709,-5.413,0.498,0.427,0.736,-79.35,26.25,7.2,26.8,187,0.151,802.8851972708395
572906,8.487,3.05,-3.96,-0.172,0.519,0.982,-78.6,19.2,10.2,26.8,187,0.151,802.4612874517946
572960,7.74,3.304,-4.776,1.127,0.205,0.313,-78.6,19.2,10.2,26.7,176,0.142,802.0373776327499
573014,8.126,2.028,-5.538,0.349,0.325,0.565,-78.6,19.2,10.2,27.0,175,0.141,801.6134678137051
573068,9.038,1.724,-4.803,0.021,0.467,0.762,-76.35,9.15,16.05,27.0,169,0.136,801.1895579946603
573122,9.237,2.164,-4.482,0.097,0.289,0.322,-76.35,9.15,16.05,27.0,208,0.168,800.7656481756155
573176,8.033,0.962,-4.417,0.256,0.129,0.14,-73.5,3.6,19.5,26.8,199,0.16,800.3417383565707
573230,9.953,1.245,-4.207,0.012,0.228,0.381,-73.5,3.6,19.5,26.6,235,0.189,799.9178285375259
573284,10.688,3.994,-7.427,0.141,-0.378,-1.007,-71.85,1.8,21.45,26.8,263,0.212,799.4939187184812
573338,9.787,3.048,-6.476,-1.18,-0.037,-0.649,-71.85,1.8,21.45,27.0,960,0.774,799.0700088994363
573392,11.126,5.171,-6.797,-1.616,-0.754,-1.476,-74.7,7.8,18.0,26.8,312,0.251,798.6460990803915
573446,8.574,3.742,-5.847,-1.129,-0.742,-1.92,-74.7,7.8,18.0,26.8,281,0.226,798.2221892613468
573500,9.924,4.887,-4.956,-0.793,-1.363,-2.597,-76.95,21.75,11.4,26.8,277,0.223,797.7982794423019
573554,7.183,5.013,-4.75,-1.436,-0.932,-1.867,-76.95,21.75,11.4,26.9,925,0.745,797.3743696232572
573608,6.756,4.197,-3.785,-0.298,-1.247,-2.59,-73.95,38.85,4.8,26.7,1267,1.021,796.9504598042124
573662,5.2,5.782,-3.757,-0.593,-0.935,-1.862,-73.95,38.85,4.8,26.7,1880,1.515,796.5265499851675
573716,5.08,7.908,-3.259,-0.799,-0.5,-1.394,-73.95,38.85,4.8,26.5,1929,1.555,796.1026401661228
573770,3.553,6.294,-3.658,0.101,-0.981,-2.007,-67.8,73.8,-17.1,26.6,1897,1.529,795.6787303470779
573824,2.191,8.734,-4.561,-0.445,-0.592,-1.816,-67.8,73.8,-17.1,26.8,1960,1.579,795.2548205280332
573878,-0.555,5.918,-4.19,-0.277,-1.061,-2.186,-52.8,91.95,-23.4,26.9,2072,1.67,794.8309107089884
573932,-0.543,7.415,-3.663,-0.2,-0.758,-1.39,-52.8,91.95,-23.4,26.9,2192,1.766,794.4070008899436
573986,-1.748,9.098,-4.302,-0.197,-0.672,-1.613,-36.0,102.75,-28.8,26.8,2360,1.902,793.9830910708988
574040,-3.555,5.942,-3.187,-0.228,-0.478,-1.209,-36.0,102.75,-28.8,26.9,2769,2.231,793.559181251854
574094,-2.531,8.897,-3.481,-0.181,-0.322,-1.068,-21.9,106.2,-28.8,26.9,2711,2.185,793.1352714328092
574148,-2.782,7.3,-3.618,-0.49,-0.598,-1.435,-21.9,106.2,-28.8,26.7,2613,2.106,792.7113616137644
574202,-4.946,8.023,-3.67,-0.527,-0.312,-1.022,-7.2,107.7,-27.6,26.7,2377,1.916,792.2874517947196
574256,-3.062,8.076,-3.519,-0.848,-0.374,-1.238,5.4,108.75,-21.3,26.9,2811,2.265,791.8635419756748
574310,-4.24,5.746,-0.68,-1.924,0.462,0.094,5.4,108.75,-21.3,26.8,3019,2.433,791.4396321566301
574364,-9.043,6.096,-2.921,1.09,-1.537,-2.158,5.4,108.75,-21.3,26.7,3247,2.617,791.0157223375852
574418,-6.996,7.027,2.787,-2.584,0.966,1.522,5.4,108.75,-21.3,27.0,3563,2.871,790.5918125185405
574472,-10.161,2.454,-0.29,2.749,-0.97,-1.256,14.1,105.45,-5.4,27.0,3608,2.908,790.1679026994957
574526,-6.009,7.994,-2.528,-1.103,0.963,1.401,14.1,105.45,-5.4,27.0,3483,2.807,789.7439928804508
574580,-8.535,3.479,-1.425,0.944,0.066,0.732,13.2,107.7,-13.65,26.8,3103,2.501,789.3200830614061
574634,-3.397,8.061,-0.445,0.41,0.506,1.783,13.2,107.7,-13.65,26.5,2368,1.908,788.8961732423613
574688,-4.903,6.122,-3.788,2.18,0.191,0.969,3.9,108.75,-19.8,26.5,2231,1.798,788.4722634233165
574742,-3.579,7.147,-4.8,0.024,1.353,2.553,3.9,108.75,-19.8,26.8,998,0.804,788.0483536042717
574796,-1.322,11.428,-4.132,0.627,1.138,1.571,-12.15,107.1,-29.55,26.8,156,0.126,787.6244437852268
574850,1.707,7.508,-6.189,1.423,-0.214,0.207,-12.15,107.1,-29.55,26.8,151,0.122,787.2005339661821
574904,-0.555,11.765,-5.004,-1.039,1.698,2.831,-12.15,107.1,-29.55,26.8,144,0.116,786.7766241471373
574958,-0.742,4.46,-7.235,3.332,-1.345,-1.821,-36.3,98.7,-37.8,26.7,149,0.12,786.3527143280925
575012,-3.294,9.795,-5.057,-2.625,2.15,3.502,-36.3,98.7,-37.8,26.8,166,0.134,785.9288045090477
575066,3.62,6.476,-8.033,3.659,-1.31,-2.352,-36.3,98.7,-37.8,26.9,132,0.106,785.504894690003
575120,-4.286,4.721,-4.776,-1.779,1.639,3.347,-36.3,98.7,-37.8,26.5,167,0.135,785.0809848709581
575174,6.201,12.088,-8.954,1.885,0.125,-0.921,-57.9,84.0,-36.0,26.8,168,0.135,784.6570750519134
575228,-4.125,1.487,-4.317,-1.072,1.008,2.568,-57.9,84.0,-36.0,26.9,158,0.127,784.2331652328686
575282,6.433,14.238,-9.29,1.836,0.166,-0.897,-63.3,75.0,-32.1,26.8,160,0.129,783.8092554138237
575336,-2.756,0.587,-4.966,-1.905,1.267,2.269,-63.3,75.0,-32.1,26.8,152,0.122,783.385345594779
575390,5.741,12.158,-9.002,2.463,-0.779,-1.617,-66.45,69.0,-28.65,26.9,137,0.11,782.9614357757341
575444,-1.295,2.528,-5.564,-1.739,1.443,2.468,-68.7,63.15,-27.15,26.9,147,0.118,782.5375259566894
575498,6.108,10.053,-7.661,1.612,-0.184,-0.819,-68.7,63.15,-27.15,26.8,183,0.147,782.1136161376446
575552,1.137,3.912,-5.61,-0.908,1.077,2.192,-68.7,63.15,-27.15,26.8,200,0.161,781.6897063185997
575606,7.135,8.097,-8.143,1.395,0.276,-0.137,-68.7,63.15,-27.15,26.5,187,0.151,781.265796499555
575660,0.917,0.891,-5.502,0.713,0.241,0.738,-73.5,49.65,-18.45,26.8,180,0.145,780.8418866805102
575714,9.481,10.427,-8.054,0.112,1.029,1.022,-73.5,49.65,-18.45,26.9,173,0.139,780.4179768614654
575768,2.856,0.622,-6.668,1.252,0.009,-0.058,-75.15,43.2,-16.35,26.9,157,0.127,779.9940670424206
575822,7.817,6.804,-7.161,-0.932,1.053,1.409,-75.15,43.2,-16.35,27.0,159,0.128,779.5701572233758
575876,4.76,3.105,-6.601,1.21,-0.124,-0.34,-76.5,38.85,-9.3,26.7,176,0.142,779.146247404331
575930,7.037,4.252,-6.299,-0.895,0.612,0.903,-76.5,38.85,-9.3,26.8,495,0.399,778.7223375852863
575984,6.072,3.512,-5.744,0.733,0.04,0.031,-77.4,35.85,-7.95,26.8,2611,2.104,778.2984277662414
576038,7.077,3.912,-6.943,0.038,0.607,0.504,-78.75,33.75,-4.5,26.6,2761,2.225,777.8745179471966
576092,7.015,2.375,-5.449,0.062,0.386,0.511,-78.75,33.75,-4.5,26.5,3024,2.437,777.4506081281519
576146,7.391,2.919,-5.978,0.483,0.096,0.294,-78.3,29.85,-3.0,26.8,3208,2.585,777.026698309107
576200,7.333,2.921,-6.251,0.519,0.224,0.327,-78.3,29.85,-3.0,26.8,2727,2.198,776.6027884900623
576254,8.921,3.816,-7.728,-0.534,0.473,0.431,-78.3,29.85,-3.0,26.7,2999,2.417,776.1788786710175
576308,6.251,1.25,-5.437,0.199,-0.126,-0.177,-78.3,29.85,-3.0,26.6,3087,2.488,775.7549688519726
576362,8.435,3.505,-7.034,0.285,-0.153,-0.327,-78.3,26.85,0.45,26.9,3353,2.702,775.3310590329279
576416,6.412,1.652,-4.597,-0.254,0.168,0.545,-78.3,26.85,0.45,26.9,3467,2.794,774.907149213883
576470,7.264,3.297,-5.868,1.104,-0.307,-0.407,-80.4,24.3,0.0,26.9,3372,2.717,774.4832393948383
576524,7.089,1.446,-6.05,0.007,0.271,0.463,-80.4,24.3,0.0,26.5,3659,2.949,774.0593295757935
576578,7.599,2.456,-5.555,0.352,0.171,0.233,-78.15,25.05,0.0,26.7,3589,2.892,773.6354197567487
576632,6.428,2.061,-5.689,0.321,0.287,0.543,-78.15,25.05,0.0,26.9,3629,2.924,773.2115099377039
576686,8.641,2.622,-6.658,0.292,-0.066,-0.248,-79.05,22.95,0.15,26.8,3456,2.785,772.7876001186592
576740,8.806,0.797,-5.507,-0.048,-0.143,-0.206,-79.05,22.95,0.15,26.8,3303,2.662,772.3636902996143
576794,8.392,1.159,-5.756,0.534,0.046,0.22,-79.05,22.95,0.15,27.0,2963,2.388,771.9397804805695
576848,7.848,1.949,-6.383,0.062,0.147,0.382,-78.3,22.95,1.2,26.6,2956,2.382,771.5158706615247
576902,8.14,1.925,-5.799,-0.283,0.08,0.055,-78.3,22.95,1.2,26.9,3191,2.572,771.0919608424799
576956,7.898,1.039,-5.583,0.292,-0.014,0.123,-78.9,21.6,1.05,26.6,3207,2.584,770.6680510234352
577010,9.002,2.083,-6.536,-0.344,0.108,0.151,-78.9,21.6,1.05,26.6,3465,2.792,770.2441412043903
577064,7.058,0.946,-5.76,0.263,-0.342,-0.218,-79.5,22.95,-0.9,26.6,3288,2.65,769.8202313853456
577118,8.138,2.837,-6.335,-0.343,0.082,0.22,-79.5,22.95,-0.9,26.9,3165,2.551,769.3963215663008
577172,7.211,1.3,-5.198,-0.077,-0.215,-0.181,-79.65,23.1,-2.1,26.7,2999,2.417,768.9724117472559
577226,7.547,2.816,-6.048,-0.405,0.048,-0.175,-79.65,23.1,-2.1,27.0,223,0.18,768.5485019282112
577280,7.312,0.668,-4.97,0.224,-0.089,-0.144,-80.1,23.55,-1.35,26.9,198,0.16,768.1245921091664
577334,7.812,2.21,-6.165,0.034,-0.176,-0.173,-78.9,25.05,-1.35,26.7,165,0.133,767.7006822901216
577388,9.515,3.112,-6.33,-0.118,-0.033,-0.453,-78.9,25.05,-1.35,26.8,204,0.164,767.2767724710768
577442,6.11,0.634,-4.781,-0.47,0.174,0.207,-78.9,25.05,-1.35,26.8,198,0.16,766.852862652032
577496,7.293,2.514,-6.318,0.505,-0.224,-0.431,-78.9,25.05,-1.35,26.6,195,0.157,766.4289528329872
577550,6.807,2.152,-6.093,-0.574,0.245,0.365,-77.25,24.9,-2.7,26.5,211,0.17,766.0050430139424
577604,6.785,2.619,-5.291,0.02,-0.208,-0.294,-77.25,24.9,-2.7,26.8,179,0.144,765.5811331948976
577658,5.837,2.014,-7.266,0.733,-0.578,-1.046,-78.3,26.85,-2.7,26.8,178,0.143,765.1572233758528
577712,7.724,2.406,-6.419,-1.178,0.139,0.167,-78.3,26.85,-2.7,26.6,168,0.135,764.7333135568081
577766,8.056,1.935,-5.42,0.407,-0.278,-0.439,-78.0,27.9,-2.7,26.7,183,0.147,764.3094037377632
577820,7.36,1.961,-6.179,-0.162,0.034,0.091,-78.0,27.9,-2.7,26.8,172,0.139,763.8854939187185
577874,6.699,3.33,-6.464,-0.091,-0.079,-0.307,-77.4,29.7,-5.4,27.0,1848,1.489,763.4615840996737
577928,5.842,1.626,-6.574,-0.313,0.203,0.192,-77.4,29.7,-5.4,26.8,2023,1.63,763.0376742806288
577982,6.476,3.409,-5.914,-0.405,0.112,0.289,-77.4,29.7,-5.4,26.7,186,0.15,762.6137644615841
578036,5.387,2.054,-5.581,0.219,-0.251,-0.211,-74.85,30.45,-3.9,26.8,186,0.15,762.1898546425392
578090,8.583,3.457,-6.761,-0.021,-0.094,-0.18,-74.85,30.45,-3.9,26.8,207,0.167,761.7659448234945
578144,6.412,2.684,-5.703,-0.074,0.003,0.006,-74.85,30.45,-3.9,26.8,184,0.148,761.3420350044497
578198,6.076,2.241,-6.28,0.497,-0.273,-0.391,-74.85,30.45,-3.9,26.8,185,0.149,760.9181251854048
578252,7.262,3.697,-7.013,-0.676,0.36,0.374,-75.6,33.9,-6.9,26.8,183,0.147,760.4942153663601
578306,7.491,2.375,-6.072,0.096,-0.019,-0.138,-75.6,33.9,-6.9,27.0,197,0.159,760.0703055473153
578360,6.388,3.488,-6.828,-0.171,-0.093,-0.072,-74.1,31.65,-6.15,26.8,187,0.151,759.6463957282705
578414,6.61,2.938,-5.835,-0.123,-0.005,-0.026,-74.1,31.65,-6.15,26.8,191,0.154,759.2224859092257
578468,7.728,2.643,-6.196,0.154,-0.179,-0.199,-74.85,33.9,-5.1,26.7,221,0.178,758.7985760901809
578522,5.844,2.902,-6.134,-0.056,-0.025,0.102,-75.0,33.75,-5.25,26.8,201,0.162,758.3746662711361
578576,7.171,3.194,-5.756,-0.05,-0.153,-0.202,-75.0,33.75,-5.25,26.7,975,0.786,757.9507564520914
578630,6.548,2.5,-6.467,0.098,-0.139,-0.196,-75.0,33.75,-5.25,26.9,984,0.793,757.5268466330465
578684,7.693,3.06,-6.211,-0.261,0.023,0.054,-75.0,33.75,-5.25,26.7,187,0.151,757.1029368140017
578738,6.22,3.706,-5.602,-0.03,-0.018,-0.018,-74.85,33.9,-6.45,26.7,181,0.146,756.679026994957
578792,7.391,3.026,-6.608,0.05,-0.027,-0.106,-74.85,33.9,-6.45,26.7,185,0.149,756.2551171759121
578846,6.268,2.959,-6.414,0.043,0.013,-0.027,-74.25,34.5,-6.75,26.7,157,0.127,755.8312073568674
578900,7.458,2.648,-6.23,0.077,-0.044,-0.288,-74.25,34.5,-6.75,26.6,207,0.167,755.4072975378226
578954,5.964,3.436,-6.273,0.007,-0.11,-0.02,-75.0,34.95,-6.75,26.7,166,0.134,754.9833877187777
579008,7.889,3.747,-6.294,-0.284,-0.133,-0.334,-75.0,34.95,-6.75,26.9,189,0.152,754.559477899733
579062,6.972,2.746,-6.467,0.254,-0.474,-0.63,-74.7,36.9,-6.3,26.8,183,0.147,754.1355680806881
579116,7.772,3.333,-6.452,-0.237,0.304,0.354,-72.75,37.2,-8.55,27.0,174,0.14,753.7116582616434
579170,6.364,4.065,-6.795,0.257,-0.116,-0.277,-72.75,37.2,-8.55,26.9,199,0.16,753.2877484425986
579224,6.069,3.007,-6.606,-0.086,0.005,-0.026,-71.85,39.75,-10.5,26.6,183,0.147,752.8638386235538
579278,5.813,4.767,-8.133,-0.197,-0.159,-0.135,-71.85,39.75,-10.5,26.8,195,0.157,752.439928804509
579332,6.634,5.818,-8.691,-0.466,-0.387,-0.745,-71.85,39.75,-10.5,26.8,167,0.135,752.0160189854643
579386,7.427,7.089,-8.722,-1.418,-0.59,-1.025,-71.85,39.75,-10.5,26.7,179,0.144,751.5921091664194
579440,5.346,4.487,-6.167,-0.918,-0.808,-1.351,-67.35,47.55,-9.45,26.6,199,0.16,751.1681993473746
579494,4.774,7.089,-6.412,-0.527,-1.188,-1.558,-67.35,47.55,-9.45,26.8,606,0.488,750.7442895283298
579548,6.515,7.949,-6.505,-1.591,-0.905,-1.363,-66.75,57.0,-18.45,26.8,2043,1.646,750.320379709285
579602,2.693,5.878,-5.679,-0.345,-1.32,-2.316,-66.75,57.0,-18.45,26.8,2981,2.402,749.8964698902403
579656,1.408,6.752,-6.136,-0.803,-1.25,-1.84,-64.2,72.0,-25.65,26.8,2679,2.159,749.4725600711954
579710,0.666,8.066,-4.688,-0.676,-0.901,-1.751,-49.5,88.5,-35.1,26.8,2808,2.263,749.0486502521507
579764,-0.68,6.91,-3.713,-0.894,-0.706,-1.474,-49.5,88.5,-35.1,26.7,3232,2.605,748.6247404331059
579818,-0.984,7.429,-4.329,0.204,-1.164,-2.151,-49.5,88.5,-35.1,26.8,3532,2.846,748.200830614061
579872,-1.276,7.934,-5.686,-0.469,-0.957,-2.078,-49.5,88.5,-35.1,26.7,3504,2.824,747.7769207950163
579926,-4.238,4.973,-3.129,-1.514,-0.348,-1.166,-11.85,106.65,-37.2,26.6,3563,2.871,747.3530109759715
579980,-3.974,7.369,-2.658,-0.363,-0.972,-1.495,-11.85,106.65,-37.2,26.9,3615,2.913,746.9291011569267
580034,-4.812,6.692,-3.218,-0.26,-0.746,-1.731,-11.85,106.65,-37.2,26.9,3528,2.843,746.5051913378819
580088,-6.84,5.713,-2.677,-0.637,-0.427,-1.27,-11.85,106.65,-37.2,26.9,3693,2.976,746.081281518837
580142,-6.467,5.696,-2.294,-0.343,-0.283,-1.165,19.8,105.75,-24.6,26.8,3775,3.042,745.6573716997923
580196,-6.306,5.507,-1.12,-1.01,-0.045,-0.744,19.8,105.75,-24.6,27.0,3849,3.102,745.2334618807475
580250,-9.663,3.007,-1.015,0.311,-0.556,-0.746,29.25,101.85,-21.0,26.8,3897,3.14,744.8095520617027
580304,-7.966,6.74,-1.228,-0.366,0.261,0.023,32.7,102.0,-20.1,26.6,3911,3.152,744.3856422426579
580358,-10.515,1.458,-0.373,0.665,0.177,0.511,32.7,102.0,-20.1,26.5,3832,3.088,743.9617324236132
580412,-7.633,5.799,-1.48,0.844,0.892,1.488,27.3,104.1,-23.55,26.7,3774,3.041,743.5378226045683
580466,-5.272,3.081,-2.952,1.929,0.284,1.35,27.3,104.1,-23.55,27.0,3687,2.971,743.1139127855236
580520,-2.966,7.087,-5.399,0.716,1.399,2.214,27.3,104.1,-23.55,26.8,3505,2.825,742.6900029664788
580574,-3.383,4.221,-6.151,1.16,1.041,2.026,27.3,104.1,-23.55,26.7,3375,2.72,742.2660931474339
580628,1.635,10.41,-8.092,-0.564,1.781,1.358,-9.45,104.1,-46.95,27.0,3216,2.592,741.8421833283892
580682,-3.189,6.946,-6.148,-2.65,3.031,2.544,-9.45,104.1,-46.95,26.7,2503,2.017,741.4182735093443
580736,1.106,5.25,-0.804,-1.222,1.415,3.551,-34.65,101.25,-27.3,26.8,1800,1.451,740.9943636902996
580790,2.15,3.359,-4.513,4.174,-1.4,-0.312,-34.65,101.25,-27.3,26.9,368,0.297,740.5704538712548
580844,3.855,11.301,-5.906,-1.802,2.313,4.15,-52.35,88.35,-27.15,26.5,187,0.151,740.14654405221
580898,1.525,-0.548,-2.011,3.211,-0.429,1.67,-65.55,63.0,-12.75,26.7,272,0.219,739.7226342331652
580952,11.918,17.248,-9.73,0.288,1.5,1.195,-65.55,63.0,-12.75,26.7,175,0.141,739.2987244141204
581006,-1.142,-2.969,-3.802,1.84,-0.599,0.63,-65.55,63.0,-12.75,26.8,202,0.163,738.8748145950756
581060,9.867,15.45,-7.183,-0.924,2.065,2.357,-65.55,63.0,-12.75,26.8,199,0.16,738.4509047760308
581114,5.78,-0.974,-5.282,2.564,-0.423,-0.659,-71.1,41.25,1.35,26.8,187,0.151,738.026994956986
581168,9.845,7.101,-7.199,-0.572,1.299,1.755,-71.1,41.25,1.35,26.8,199,0.16,737.6030851379412
581222,7.515,4.264,-5.157,1.253,0.602,0.171,-71.1,41.25,1.35,26.8,207,0.167,737.1791753188965
581276,5.842,-0.582,-3.812,0.568,1.242,1.725,-71.1,41.25,1.35,26.5,185,0.149,736.7552654998516
581330,10.149,2.198,-6.103,1.422,0.963,0.866,-73.95,25.2,9.3,26.7,192,0.155,736.3313556808068
581384,8.94,0.869,-4.468,0.452,0.948,1.164,-73.95,25.2,9.3,26.8,179,0.144,735.9074458617621
581438,9.479,3.196,-6.534,0.933,0.381,0.614,-71.25,15.9,20.25,26.6,170,0.137,735.4835360427172
581492,10.499,2.045,-4.743,-0.082,0.232,0.505,-68.7,9.0,26.85,26.9,167,0.135,735.0596262236725
581546,9.89,2.447,-6.548,0.515,-0.214,-0.522,-68.7,9.0,26.85,26.8,203,0.164,734.6357164046277
581600,12.91,4.63,-7.128,-1.096,-0.461,-0.592,-69.6,15.0,24.75,26.8,207,0.167,734.2118065855828
581654,11.933,2.794,-7.784,0.345,-2.303,-3.05,-69.6,15.0,24.75,26.8,184,0.148,733.7878967665381
581708,10.724,1.939,-7.25,-1.632,-1.659,-1.634,-69.6,15.0,24.75,26.9,171,0.138,733.3639869474932
581762,8.574,2.523,-6.438,-0.38,-2.528,-2.631,-69.6,15.0,24.75,26.6,180,0.145,732.9400771284485
581816,7.599,4.978,-7.539,-1.398,-2.136,-1.726,-72.75,48.45,-5.55,26.7,184,0.148,732.5161673094037
581870,6.144,5.895,-6.191,-1.565,-1.926,-2.106,-72.75,48.45,-5.55,26.9,1317,1.061,732.0922574903589
581924,2.856,3.079,-7.065,-0.434,-2.368,-2.178,-65.7,61.65,-16.95,27.0,2220,1.789,731.6683476713141
581978,5.145,9.749,-5.655,-1.925,-1.55,-1.113,-65.7,61.65,-16.95,26.8,2079,1.675,731.2444378522694
582032,-0.639,1.477,-5.449,0.342,-2.373,-2.434,-58.05,78.45,-34.65,26.9,2628,2.118,730.8205280332245
582086,2.188,9.957,-5.231,-2.384,-0.822,-0.594,-37.95,93.15,-50.4,26.9,2797,2.254,730.3966182141797
582140,-0.737,3.527,-4.173,0.271,-1.568,-2.242,-37.95,93.15,-50.4,26.8,2999,2.417,729.972708395135
582194,-0.548,6.467,-4.118,-1.378,-0.922,-1.087,-37.95,93.15,-50.4,26.7,3202,2.58,729.5487985760901
582248,-2.919,7.075,-4.372,-0.659,-1.15,-1.958,-37.95,93.15,-50.4,26.5,3400,2.74,729.1248887570454
582302,-5.574,5.116,-2.804,-0.982,-0.483,-1.083,1.95,107.7,-41.4,26.5,3424,2.759,728.7009789380005
582356,-3.582,7.187,-2.356,-1.174,-0.528,-1.181,1.95,107.7,-41.4,26.8,3401,2.741,728.2770691189558
582410,-7.946,4.465,-1.396,-0.513,-0.545,-1.28,17.25,107.7,-31.95,26.8,3747,3.02,727.853159299911
582464,-6.606,5.873,-1.094,-1.073,0.021,-0.7,17.25,107.7,-31.95,26.9,3737,3.012,727.4292494808661
582518,-12.323,0.565,1.046,-0.199,0.112,0.142,28.05,104.55,-24.6,26.8,3752,3.024,727.0053396618214
582572,-7.532,5.413,0.115,1.231,-0.021,-0.232,28.05,104.55,-24.6,26.6,3748,3.02,726.5814298427766
582626,-10.726,2.875,-0.524,0.133,0.744,1.849,27.9,104.4,-26.55,26.7,3694,2.977,726.1575200237318
582680,-4.19,4.69,-2.593,2.175,0.296,0.848,27.9,104.4,-26.55,26.8,3564,2.872,725.733610204687
582734,-4.925,6.481,-3.141,-0.383,1.669,2.556,14.7,105.75,-34.05,26.6,3296,2.656,725.3097003856421
582788,-2.71,6.541,-3.718,1.31,0.998,1.195,-5.85,107.1,-37.95,26.7,2425,1.954,724.8857905665974
582842,-3.455,6.515,-4.597,0.7,1.408,2.07,-5.85,107.1,-37.95,26.8,1381,1.113,724.4618807475526
582896,4.621,9.452,-6.328,-0.361,2.358,1.907,-5.85,107.1,-37.95,26.8,267,0.215,724.0379709285078
582950,-4.879,3.048,-3.366,0.304,1.201,2.551,-5.85,107.1,-37.95,27.0,685,0.552,723.614061109463
583004,7.59,15.529,-8.598,1.038,1.413,0.987,-49.5,90.45,-35.1,26.8,102,0.082,723.1901512904183
583058,-5.157,-1.492,-5.306,-0.295,0.849,2.923,-49.5,90.45,-35.1,26.6,146,0.118,722.7662414713734
583112,3.735,15.246,-5.787,-0.906,2.586,3.297,-62.85,73.35,-27.0,26.9,208,0.168,722.3423316523287
583166,5.586,-0.29,-8.432,2.009,-0.381,0.469,-62.85,73.35,-27.0,26.8,175,0.141,721.9184218332839
583220,3.575,6.182,-6.282,-2.806,2.906,4.605,-64.35,57.9,-16.8,26.7,176,0.142,721.494512014239
583274,3.991,-1.736,-6.433,3.765,-0.088,-1.35,-64.35,57.9,-16.8,26.8,1312,1.057,721.0706021951943
583328,5.861,5.94,-6.029,-1.668,2.065,3.837,-67.2,52.65,-10.05,26.8,143,0.115,720.6466923761494
583382,9.495,7.216,-8.195,1.456,0.739,0.349,-67.2,52.65,-10.05,26.8,156,0.126,720.2227825571047
583436,4.527,1.446,-5.32,-0.499,1.234,1.955,-67.2,52.65,-10.05,26.9,137,0.11,719.7988727380599
583490,11.097,3.282,-5.413,1.519,1.012,0.847,-78.15,31.95,3.15,26.9,163,0.131,719.374962919015
